386297	yue	等我哋停低諗一諗，原子能對我哋係有幾咁重要。
386299	yue	今個夏天你諗住去邊度玩呀？
386569	yue	佢一講完，班觀眾就拍爛晒手掌。
386571	yue	我可唔可以食少少呀？
386579	yue	個責任應該由你嚟孭。
386587	yue	唔好咁擔心啦，如果唔係會甩頭髮㗎。
386706	yue	我哋嘅結論就係，個傳言係真嘅。
386741	yue	佢急急腳噉走咗。
386742	yue	呢排啲女仔好興著牛仔褲。
386743	yue	佢用條繩將個包裹綁到實一實。
386744	yue	佢啲英文好過我。
386745	yue	如果我好夜都未返，你就自己瞓先啦，唔使等我。
386746	yue	佢朝頭早七點起咗身。
386747	yue	廁所喺邊呀？
386748	yue	呢個符號啫係話個答案啱咗。
386750	yue	我好後悔去咗嗰度。
386751	yue	你將個數字記熟咗未？
386752	yue	佢差唔多有六呎高。
386754	yue	你唔好⋯⋯唔好噉同我講嘢。
386755	yue	我哋係兩公婆。
386756	yue	我同阿爸阿媽一齊住。
386768	yue	架消防車都未到，間屋就已經燒到渣都冇得剩喇。
386769	yue	佢話佢好鍾意花。
386770	yue	我都好鍾意嗰個歌手把聲。
386771	yue	呢個字有兩個意思。
386772	yue	大家都準備好喇。
386773	yue	我要去瞓覺喇。
386861	yue	呢個箱裏面裝滿晒蘋果。
386865	yue	佢做咩無嚟到嘅？
386867	yue	我今朝晏咗起身。
387109	yue	呢間屋要維修吓喇。
387111	yue	佢唔係好識揸車。
387113	yue	你鍾意睇就睇，鍾意聽就聽，總之唔好亂咁郁。
387115	yue	話唔定你啱嘅。
387117	yue	啲警察根據現場留低嘅證物搵到個賊仔。
387513	yue	咁簡單嘅嘢三歲細路都識啦。
387515	yue	幾時食飯呀？好鬼肚餓呀！
387604	yue	嗰度啲風景真係靚到唔知點形容。
387606	yue	佢淨係識啲好表面嘅日文。
387608	yue	個老師話：「好喇，我哋而家開始上堂喇。大家唔該揭開你哋書嘅第一百五十六頁。」
387610	yue	淨係得佢無答到條問題。
387612	yue	架車咁貴，我點買得起呀？
387614	yue	跟住我好快就瞓著咗喇。
387616	yue	我真係唔知笑好定喊好。
387699	yue	阿 Tom 返咗鄉下。
387701	yue	佢做埋啲咁嘅嘢，我真係頂佢唔順。
387760	yue	你自己做過嘅嘢，就要自己負返責任。
387762	yue	成晚又落吓雨，又停吓雨。
387775	yue	呢件外套無衫袋㗎。
387778	yue	假設 A 同 B 之間有座好高嘅山，噉就要諗吓，條路應該跨過座山吖，穿過座山吖，定係直接兜過座山呢？
387832	yue	唔好意思，你可唔可以講多次呀？
387837	yue	有個朋友喺大堂度等緊我。
387841	yue	佢哋好快就拉埋天窗喇。
387963	yue	有人喺呢張梳化度瞓過。
388133	yue	呢把遮係咪你㗎？
388331	yue	佢成日𥄫實你，實係鍾意你啦。
388336	yue	可唔可以借幾張 CD 俾我聽吓呀？
388339	yue	件事都發生咗咯，而家怪佢都無用啦。
388353	yue	阿 Barbara 尋日考車考成點呀？
388356	yue	吖，係啦，可唔可以俾你個地址我呀？
388358	yue	佢一封信都無寄過嚟。
388365	yue	呢啲古老嘅習俗都係一代一代噉傳落嚟嘅。
388370	yue	我做唔慣粗重嘢。
388381	yue	唔好意思，我要走喇。
388386	yue	我忘記唔到佢。
389456	yue	佢著咩都咁靚。
389458	yue	如果你有一部時光機⋯⋯
389460	yue	如果我唔喺度嗰陣有人嚟搵我，唔該你話佢知我好快返嚟。
389462	yue	呢部機係用咗好多時間同埋錢先至起好㗎。
389464	yue	啲屋一間一間噉著咗火。
389466	yue	兩公婆應該得閒去浸溫泉，過吓二人世界。
389468	yue	阿 John 最近肥咗好多。
389470	yue	嗰度都唔係人住嘅。
389472	yue	瑞士啲人講咩話㗎？
389474	yue	隨便坐啦，當自己屋企得喇。
389476	yue	呢排啲天氣愈嚟愈涼爽喇。
389478	yue	隨便攞件蛋糕啦。
389505	yue	京都同奈良兩座城都有好耐歷史。
389515	yue	我已經決定咗喇。
389517	yue	我哋俾成班蜜蜂攻擊。
389520	yue	個天好黑，但係我哋都搵到路返屋企。
389522	yue	我諗就快落雨喇。
389530	yue	啲政客好識賺錢。
389542	yue	個董事長喺公司有少少地位，就以為自己好巴閉。
389556	yue	阿 Tom 一開電視就跳咗 fuse。
389882	yue	佢尋日做咩唔嚟嘅？
389884	yue	你想用呢支筆，我就借俾你啦。
389886	yue	我好後悔以前無好好咁對佢。
389887	yue	幾時出發最方便你？
389895	yue	我哋已經準備好應付千年蟲。
389912	yue	嗰場仗死咗好多人。
389933	yue	佢有三個仔，全部都做咗音樂家。
389947	yue	佢寫文章寫得好主觀。
389949	yue	麵包係用麵粉同水做嘅，有時仲會加埋發酵粉。
389951	yue	巴士司機有責任保護乘客嘅安全。
389953	yue	宇宙裏面係無空氣嘅。
389955	yue	阿 Susan 煮嘢食好叻㗎。
389957	yue	我突然間醒起個銀包漏咗喺屋企。
389978	yue	我喺個花園度種咗啲玫瑰花。
389981	yue	你唔應該喺背後講人壞話。
390353	yue	佢買得起嗰架車。
390373	yue	阿 Jim 好努力做嘢，但係人工就唔係好高。
390389	yue	我隻錶唔知擺咗去邊。
390394	yue	我病咗，所以無返到學。
390410	yue	過咗咁多年，唔知佢仲認唔認得我呢？
390932	yue	佢後生嗰陣好勤力做嘢。
390954	yue	我阿爸喺中學度教英文。
390977	yue	呢個問題等下次開會先傾。
390990	yue	個細路一見到阿媽就喊咗出嚟。
390996	yue	我聽到佢把聲先至認得佢。
391016	yue	我仲未學識揸車。
391037	yue	佢日日朝頭早都會去沖涼。
391462	yue	聽講啲鯨魚以前係喺陸地上面生活㗎。
391469	yue	月球表面冇空氣，所以冇風，亦都冇聲音。
391586	yue	我將啲行李擺咗喺個車尾箱入面。
391589	yue	佢唔識揸車㗎。
391591	yue	啲雪啱啱喺個天度落落嚟，成座山都變咗做白色，真係好靚。
391593	yue	我諗住下個禮拜去歐洲。
391595	yue	英國人叫貨車做「lorry」。
391608	yue	佢好有錢，但係就生活得唔係好開心。
392321	yue	佢整唔見咗條車匙。
392323	yue	嗰個人好識擦老細鞋㗎。
392325	yue	呢度游水好危險㗎。
392327	yue	你星期二得唔得閒呀？
392329	yue	我搵條絲帶喺個頭度紮咗個馬尾。
392332	yue	日頭唔好講人。
392922	yue	你今朝有無食早餐呀？
392927	yue	個個都好專心噉聽緊。
392940	yue	你唔介意我哋早啲走嗰呵？
392944	yue	佢會係一個好老公。
392950	yue	有人叫我嚟，我先嚟咋。
392965	yue	佢出盡力噉嗌話：「呢場仗，我哋唔可以輸！」
392982	yue	佢食早餐之前去咗公園放狗。
392988	yue	佢唔係好識煮飯。
393017	yue	女人通常長命過男人。
393204	yue	佢條呔同佢套西裝好襯。
393206	yue	我都唔知點答佢好。
393208	yue	佢捉實我隻手。
393210	yue	我唔會好似佢噉，喺你需要嗰陣離開你。
393212	yue	我哋今日唔使返學。
393215	yue	我做完功課，想瞓陣覺，但係又要返學⋯⋯
393218	yue	間房裏面啲傢俬全部都用到殘晒。
393366	yue	我仲係單身。
393368	yue	你尋日有無打電話俾佢？
393372	yue	我哋用咗萬二蚊嚟買呢架車。
393378	yue	我覺得睇電視好嘥時間。
393381	yue	加拿大大過日本。
393385	yue	佢返工嗰陣出咗意外，受咗傷。
393387	yue	希望你阿爸阿媽會俾我哋結婚啦。
393389	yue	佢賺咁多錢，根本都用唔晒。
393392	yue	佢喺道門前面行嚟行去，唔知入去好定唔入去好。
393394	yue	我同佢已經無晒感情喇。
393396	yue	呢條呔幾多錢呀？
393400	yue	呢個問題擺埋一邊先。
393650	yue	佢搶走晒我阿妹啲玩具。
393656	yue	我諗佢係聰明人嚟嘅。
393664	yue	佢係成座城最有錢嗰個。
393685	yue	個委員會係由科學家同工程師組成嘅。
393707	yue	你係做錯咗，但係都唔可以怪你嘅。
394094	yue	我哋都係唔好再見面喇。
394096	yue	呢度附近有無郵政局？
394247	yue	唔該你八點叫我起身吖。
394251	yue	我唔可以借呢本書俾你。
394255	yue	佢好快就會嚟㗎喇。
394913	yue	唔該你較細聲啲吖。
394929	yue	我有好多嘢想做，但係就係無時間做。
395071	yue	佢仲細，唔應該自己一個人去。
395074	yue	唔好喺個草地度行。
395170	yue	無咗空氣同水，人類就生存唔到。
395172	yue	佢好怕熱。
395185	yue	我講緊嘢嗰陣唔該你唔好加把口埋嚟。
395191	yue	我阿爸唔係日日都行路返工㗎。
395195	yue	好多經濟學家都唔知道呢樣嘢。
395197	yue	我興奮到講唔到嘢。
395205	yue	我哋聽朝好早出發。
395207	yue	佢行到邊度，佢隻狗就跟到邊度。
395213	yue	將啲肉切到一片片好薄噉。
395650	yue	個餐牌有好多唔同種類嘅菜色。
395652	yue	更加正嘅係間屋仲有一個好靚嘅花園。
395668	yue	佢有可能係俾人謀殺嘅。
395672	yue	佢間房除咗張枱，就咩都無喇。
395682	yue	問題係佢到底嚟定係唔嚟。
395684	yue	可唔可以較細聲啲部收音機呀？
395801	yue	佢食早餐之前去咗散步。
395901	yue	我上機之前打咗電話俾個仔，叫佢去機場接我。
395907	yue	我摺咗隻紙飛機。
395922	yue	佢喊咗成晚。
395931	yue	開 party 啲嘢就全部等你嚟搞喇。
395948	yue	佢俾咗張佢呀媽學生時代嘅相我睇。
396382	yue	唔好唔開心啦。
396393	yue	佢超速駕駛，俾差佬拉咗。
396397	yue	我哋尋日唔喺屋企。
396402	yue	你決定好未呀？
397002	yue	阿 John 喺個台度唱咗啲咩歌呀？
397004	yue	我而家點做好呢？
397008	yue	佢出盡力噉拉，但係舊石仲係郁都唔郁。
397021	yue	隻手污糟嗰陣千祈唔好捽眼。
397023	yue	呢把遮唔係我㗎，係人哋㗎。
397025	yue	你都係快啲去瞓啦，如果唔係啲感冒就會愈嚟愈勁㗎啦。
397063	yue	可唔可以唱首披頭四嘅歌俾我聽呀？
397070	yue	邊本書係你㗎？
397082	yue	過咗三日我先知原來佢失咗蹤。
397086	yue	嗰部機發到好多電。
397093	yue	生嘅魚好易變壞。
397098	yue	唔知佢放假嗰陣可唔可以借部結他俾我呢？
397158	yue	佢篇英文作文無咩錯處。
397161	yue	佢唔係癌症死㗎。
397167	yue	咩話？而家先十一點咋？仲有成粒鐘先食飯喎。
397169	yue	睇吓個用戶名同密碼有無填錯。
397179	yue	我對佢一見鐘情。
397197	yue	佢同老婆嗌交冇問題，但係郁手打老婆就唔應該喇。
400070	yue	我開心到彈咗起身。
400072	yue	不如一齊去睇戲吖。
400084	yue	湯姆係呢隊棒球隊嘅隊長。
400168	yue	我哋畢業嗰陣送咗個坐枱鐘俾佢嚟多謝佢。
400172	yue	我三點到係噉意食咗啲嘢。
400175	yue	死咗老婆嘅人叫做鰥夫。
400177	yue	嗰啲錢收埋咗喺地板下面。
400275	yue	我哋成日都攞英國同日本嚟比。
400368	yue	西班牙人最鍾意夜晚出街散吓步、唞吓涼。
400377	yue	任你揀。
400382	yue	嗰位醫生係兒童疾病嘅專家。
400406	yue	我想問吓點打電話去日本呀？
400419	yue	嗰座大厦天台啲景好靚㗎，想唔想去睇吓呀？
400422	yue	你用咩方法都好，結果都係一樣。
400437	yue	我聽日去圖書館溫書。
400441	yue	愛因斯坦係一個數學天才。
400451	yue	我口渴到死。
400469	yue	佢無做錯。
400472	yue	我去過北海道。
400474	yue	用英文寫情信好難寫得好。
400476	yue	「啲字母冚辦爛左右掉轉晒嘅！」「梗係唔係啦，呢啲係俄文嚟㗎，俄文啲字母就係咁寫㗎喇。」
400478	yue	超速駕駛好危險㗎。
400612	yue	我哋做完嘢就返咗屋企。
400614	yue	社會唔係進步緊，而係退步緊。
400616	yue	個總統忍唔住笑咗出嚟。
400618	yue	阿 Paul 舊年賺咗好多錢。
400620	yue	呢本書我係買俾自己㗎，唔係買俾老婆㗎。
400621	yue	呢首詩原本係用法文寫嘅。
400645	yue	嗰位作家用過嘅傢俬全部擺晒喺呢間博物館度。
400650	yue	佢喺街市賣魚賣咗好多年囉，咁多年嚟每逢星期二都會喺街市度見到佢。
400652	yue	你一定要幫吓佢。
400813	yue	我就快走喇。
401146	yue	係邊個打爛個花樽㗎？
401619	yue	佢一落車，就聽到有人叫佢個名。
401658	yue	架巴士仲未嚟。
401669	yue	話俾我聽點解你要噉做。
401675	yue	我讀中學嗰陣時有寫日記㗎。
401679	yue	有人話我同我呀妹睇落差唔多年紀。
401687	yue	佢喺街度見到我都當我冇到。
401693	yue	呢封信係俾你㗎。
401702	yue	佢扮聽唔到老細同佢講嘢。
401721	yue	個醫生雖然已經盡晒力，但係個病人都係冇幾耐就死咗。
401733	yue	佢間書房有幾百本書。
401744	yue	佢個名我記得好清楚。
401842	yue	佢只不過係有啲小聰明。
401862	yue	我哋噉對佢，好似唔係幾好。
401866	yue	「邊個呀？」「我呀。」
402112	yue	個島上面嗰個機場已經生晒雜草。
402130	yue	一提到愛因斯坦，我哋就會諗起相對論。
402144	yue	你仲有冇嘢問呀？
402164	yue	我要去睇吓牙醫喇。
402197	yue	你幾時返嚟呀？
402221	yue	佢講得出就做得到。
402229	yue	我日日都去森林度散步。
402232	yue	我買咗兩枝牛奶。
402240	yue	我諗極都諗唔起佢叫咩名。
402253	yue	你啲英文學成點呀？
402272	yue	我開門嗰陣將個門柄擰甩咗。
402279	yue	洛杉磯係我想去嘅其中一個地方。
402291	yue	大家唔該望吓黑板。
402300	yue	我會同我老豆傾吓呢件事㗎喇。
402311	yue	呢度附近有無加油站㗎？
402330	yue	啲人成日話無乜嘢重要得過時間。
402337	yue	發生咩事都好，我點都唔會出賣我班朋友。
402467	yue	以前啲人以為淨係得人類先識用語言溝通。
402489	yue	我阿爺農場啲火雞成日喺度嘈生晒，真係想佢哋快啲俾人食咗去。
402496	yue	十二月係一年嘅最後一個月。
402500	yue	我已經三日無瞓過喇，真係攰到死呀！
402504	yue	對我嚟講無咩分別。
402509	yue	呢本字典雖然好貴，但係都係值得買嘅。
402511	yue	聽講話你病咗喎。
402829	yue	啲風聲有啲恐怖，聽落好似鬼叫噉。
402832	yue	我好鍾意食西瓜。
402835	yue	我嗰個年代啲學生好多都唔讀書，但係考試就唔會唔合格。
402838	yue	我哋成日將人生比做一場旅程。
402841	yue	班學生每人有一萬五千歐羅嘅獎學金，用嚟俾回程機票錢同埋其他平時使費。
402878	yue	早晨。
402885	yue	雖然我淨係喺網上睇咗幾篇新聞，但係都大概知道咗成件事嘅來龍去脈。
402887	yue	「&」呢個符號係「同埋」噉解。
402892	yue	有個男人開門走咗出嚟。
402895	yue	我淨係知咁多嘅唧。
402903	yue	雖然啲猩猩唔識開口講嘢，但係佢哋可以用其他方法同人類溝通。
402906	yue	呢條問題啲答案全部錯晒。
402938	yue	你最好即刻返屋企。
402940	yue	我為咗搭頭班火車，晨咁早就起咗身。
402942	yue	呢兩日我冇時間洗碗，而家個廚房已經堆滿晒啲碗碗碟碟。
402944	yue	我嗰陣喺度睇緊電視。
402957	yue	而家係十點踏正。
402959	yue	愛迪生發明咗電燈膽。
402962	yue	佢好醒目，但係就唔係好幫到手。
402965	yue	我唔識呢個字。
402968	yue	我真係好想去巴黎睇吓。
402970	yue	呢條村啲嘢平過我哋條村好多。
402972	yue	佢出盡晒力都開唔到嗰道門。
402975	yue	你做咩咁夜先嚟探我哋呀？
402980	yue	呢部機好易用。
402985	yue	你有冇睇晒成本書呀？
402988	yue	我唔鍾意佢呢種人。
402990	yue	我放完暑假即刻就要考試喇。
402996	yue	聽講佢老豆去咗外國喎。
403328	yue	佢好受朋友歡迎。
403330	yue	我哋學校有十班。
403332	yue	我喺一間貿易公司度打工。
403335	yue	呢件事搞到佢冇咗份工。
403339	yue	可唔可以借你部收音機俾我呀？
403342	yue	個細路喺張床度跌咗落嚟。
403347	yue	唔好喺呢度跑嚟跑去。
403349	yue	佢喺法國住咗一排，跟住就走咗去意大利。
403353	yue	你識唔識用呢部相機呀？
403355	yue	如果我知道你病咗，實會趕嚟探你㗎。
403358	yue	我哋個沖涼房淨係得一條浴巾。
403361	yue	無論個結果會係點，我都唔會改變我個計劃㗎喇。
403423	yue	我應唔應該回信俾佢呢？
403428	yue	喺呢度行到去車站要幾耐㗎？
403436	yue	我叫你點做，你就點做。
403443	yue	我下個禮拜六得閒。
403448	yue	佢好鍾意喺電視度睇網球比賽。
403456	yue	你有無去過外國呀？
403461	yue	你唔使擔心。
403463	yue	我仲未知。
403470	yue	你聖誕節過得開唔開心呀？
403477	yue	佢條裙同埋對鞋啲色好襯。
403487	yue	我攞我本字典嚟查咗嗰幾隻字。
403496	yue	唔該你四點叫我起身吖。我一定要搭到架頭班火車。
403502	yue	佢已經唔再係以前嗰個成日都笑住口嘅男仔喇。
403506	yue	你一定會後悔㗎。
403576	yue	佢著衫好講究。
403579	yue	佢保持住而家呢種速度溫書嘅話，考試合格絕對無問題。
403581	yue	中國大過日本好多。
403583	yue	佢係俾人迫先至結婚㗎。
403587	yue	佢返到嚟嗰陣，我啱啱好寫完封信。
403589	yue	佢仲未到呀，唔知係咪發生咗啲咩意外呢？
403600	yue	佢就係我尋晚同你講過嗰位醫生。
403602	yue	嗰幅畫係印象派嘅大師級作品。
403618	yue	喺赤道附近一個狹窄區域嘅熱帶雨林，而家不斷咁俾人類破壞緊，預計喺二零零零年之前，嗰個區域會有五分之四嘅熱帶雨林喺地球度消失。
403620	yue	我仲以為佢好信得過添。
403626	yue	噉嘅字典至少都應該有兩句「雪櫃」嘅例句啩。
403627	yue	唔該你叉咗啲俾咗錢嘅人嘅名吖。
403644	yue	你可唔可以晏啲再打電話嚟呀？
403759	yue	我已經有信封㗎喇。
403761	yue	嗰份工對佢嚟講好重要。
403763	yue	佢贏咗冠軍就喺度晒命。
403765	yue	條裙你買咗幾多錢呀？
403767	yue	我一定會去探佢嘅。
403771	yue	我攰到行唔郁喇。
403773	yue	無你幫手，個計劃就成功唔到㗎喇。
403776	yue	你去嗰個超級市場，差唔多咩日用品都買到。
403778	yue	你可唔可以唔好開住道門呀？
403869	yue	仲有兩個禮拜就到聖誕節喇。
403871	yue	呢間游水學校每個月要俾幾多學費㗎？
403873	yue	你通常幾點起身㗎？
405382	yue	呢支筆係我㗎。
405383	yue	人類識得諗嘢同講嘢，但係動物就唔識。呢個就係人類同動物嘅分別喇。
405386	yue	我明你點解唔想去喇。
405648	yue	上個禮拜我細佬借咗十蚊俾我，我而家仲未還返俾佢。
406259	yue	我阿媽成日話時間就係金錢。
406261	yue	無咩嘢好味得過你整啲嘢食。
406263	yue	個天花板上面有隻烏蠅。
406422	yue	佢由朝做到晚。
406433	yue	「哼，就算係噉呀，我個分咪仲係高過你多多聲！」「你講咩話？！如果我出盡晒力，你仲會係我對手咩？」
406438	yue	如果出咗咩事，即刻打電話俾我。
406469	yue	我想問吓火車站點行呀？
406512	yue	嗰間舖頭賣唔賣筆記簿㗎？
406543	yue	佢唔食煙。
406579	yue	你應該學吓控制自己嘅情緒。
406595	yue	啲屋狗竇咁亂我都頂得順，但係污糟嘅話我就接受唔到。
406610	yue	唔。我有預感我行邊邊都會蕩失路。
406620	yue	我今個學期啲成績好差。
406674	yue	我哋諗住去行山，你一唔一齊呀？
407206	yue	我想沉入去海裏面，喺呢個世界度消失，噉就唔會再有人見到我喇。
407208	yue	阿 Lucy 實會嚟嘅。
408363	yue	嚴格嚟講，蕃茄唔係蔬菜，係生果。
408438	yue	我同個外國學生做咗好朋友。
408441	yue	佢想做有錢佬，所以就由朝到晚係噉做嘢。
408444	yue	我都係車你返屋企啦。
408446	yue	佢一開始讀嗰封信就喊咗出嚟。
408449	yue	對佢嚟講，「肚餓」係一個抽象嘅概念，因為佢根本就無試過肚餓。
410561	yue	呢種物質好輕，可以浮喺水面。
410563	yue	個學生俾個老師望到周身唔自在。
410565	yue	條路上面舖滿晒樹葉。
410567	yue	第十台喺度播緊啲咩呀？
410569	yue	佢一步一步噉上咗樓梯。
410571	yue	佢喺個泳池游水嗰陣整唔見咗儲物櫃條鎖匙。
410573	yue	唔同國家有唔同習俗。
410629	yue	我搭火車去咗神戶。
410647	yue	你千祈唔好講呢件事俾你阿爸阿媽聽。
410654	yue	睇書可以學識好多生字。
410656	yue	我唔鍾意飲咖啡。
410658	yue	我仲未有機會睇嗰套戲。
410668	yue	我冇食早餐，所以好肚餓。
410683	yue	係邊個趁我唔喺度嗰陣睇我本日記呀？
410688	yue	佢幅相上咗報紙。
410690	yue	我哋傾咗嗰個問題。
410711	yue	快啲啦，你仲慢吞吞噉我哋就遲到㗎喇。
410717	yue	我唔鍾意食煙，因為食煙對身體唔好。
410720	yue	阿 Bob 老豆喺女校教書。
410727	yue	佢呃咗個阿婆啲錢。
410730	yue	佢係其中一個市長嘅候選人。
410734	yue	我冇第二啲方法。
410738	yue	呢間舖頭九點閂門。
410812	yue	佢起唔到火，唯有生勾勾噉食咗條魚。
410815	yue	我喺外國讀書。
413238	yue	啲白蘿蔔可能貴過啲紅蘿蔔。
413240	yue	佢咩事都靠晒個老公。
413242	yue	將呢條線分做二十個等分。
413245	yue	你唔知佢兩年前死咗咩？
413247	yue	就嚟到朝頭早嘅繁忙時段喇，我哋仲唔行就塞車㗎喇。
413249	yue	我買咗呢件減緊價嘅 T 恤。
413260	yue	巴西講咩文㗎？
414814	yue	唔好擺到你啲嘢周圍都係。
414820	yue	佢請我食咗餐好正嘅晚餐。
414853	yue	唔該你開大啲冷氣吖。
414871	yue	嚴格啲講，呢套理論唔可以話係啱。
415704	yue	坐喺角落頭嗰個男人係邊個嚟㗎？
415728	yue	搭嗰架巴士就可以去到動物園喇。
415730	yue	我係咪一定要即刻去呀？
415734	yue	間房有無浴缸㗎？
415790	yue	你要喺佢哋返嚟之前做好啲功課。
415799	yue	呢個係我見過最靚嘅景。
415808	yue	無論喺咩地方，過馬路之前都應該望清楚左右先。
415812	yue	班火車仲淨返一個字就開㗎喇，但係佢都仲未見人。
